salary,age,elevel,car,zipcode,credit,brand
72836.02262,37,Less than High School Degree,Kia,West South Central,204339.1107,Acer
58909.51917,48,Some College,Chevrolet,New England,287192.4157,Sony
49002.73711,23,Some College,Mitsubishi,East South Central,458495.2876,Sony
57149.50559,40,Some College,Hyundai,West North Central,285263.5334,Acer
44338.14712,70,"Master's, Doctoral or Professional Degree",Honda,Mid-Atlantic,168029.8452,Acer
129085.0584,25,Less than High School Degree,None of the above,Mountain,158899.1597,Sony
58209.01127,58,Less than High School Degree,None of the above,West North Central,207453.8455,Sony
76220.36685,49,4-Year College Degree,Chrysler,West South Central,99245.85564,Acer
118019.9111,66,Some College,Chrysler,Mountain,441148.8441,Sony
138846.0279,64,4-Year College Degree,Lincoln,West South Central,251094.3522,Sony
68430.8842,53,4-Year College Degree,Kia,South Atlantic,229249.6982,Sony
99415.51041,28,"Master's, Doctoral or Professional Degree",Toyota,West North Central,174498.2719,Sony
90274.14966,42,Some College,Cadillac,East North Central,430111.0497,Acer
75759.94661,22,Some College,Mercedes Benz,West South Central,41755.60198,Acer
125122.0232,56,High School Degree,Buick,New England,431895.2545,Sony
31228.1412,61,Some College,Toyota,New England,180812.0746,Acer
112133.5766,41,Some College,Hyundai,Mid-Atlantic,274164.0098,Sony
20278.23549,20,4-Year College Degree,Subaru,Mountain,445300.7268,Sony
34775.77741,53,Less than High School Degree,BMW,West North Central,26517.38278,Sony
140568.4004,63,4-Year College Degree,Cadillac,Mountain,427204.1275,Sony
63379.68991,38,Some College,None of the above,West South Central,151618.2182,Acer
60548.75042,33,Some College,Nissan,Mid-Atlantic,77408.87304,Acer
81355.02325,53,"Master's, Doctoral or Professional Degree",Nissan,West South Central,0.0,Acer
118609.3138,48,Less than High School Degree,Subaru,East South Central,326393.7078,Acer
102577.1095,34,Less than High School Degree,Mitsubishi,West North Central,399444.6058,Acer
145057.5764,38,Less than High School Degree,Subaru,South Atlantic,421805.4192,Sony
129808.3291,64,4-Year College Degree,Mazda,South Atlantic,419375.3654,Sony
142512.3429,80,Some College,None of the above,New England,389752.0832,Sony
70868.33154,33,Less than High School Degree,Lincoln,New England,365954.3255,Acer
101542.31,62,4-Year College Degree,Subaru,Pacific,165219.3831,Sony
139105.043,46,Some College,Dodge,East South Central,40573.65964,Sony
136901.61,52,Some College,Chrysler,West North Central,373310.5058,Sony
142056.9687,20,"Master's, Doctoral or Professional Degree",BMW,Mid-Atlantic,275072.6242,Sony
79641.66869,42,"Master's, Doctoral or Professional Degree",Mercedes Benz,East North Central,380729.6209,Acer
69777.96975,41,Less than High School Degree,Chevrolet,Pacific,475601.5188,Acer
112208.1743,34,Some College,Kia,South Atlantic,189635.711,Sony
111779.2375,28,Less than High School Degree,Chrysler,New England,29352.58231,Sony
70958.7192,60,High School Degree,Kia,South Atlantic,292579.7571,Acer
37643.75901,75,Some College,Subaru,Mountain,111093.8928,Acer
20000.0,21,Less than High School Degree,Subaru,West North Central,421702.6081,Sony
20398.11219,26,Less than High School Degree,Nissan,Mid-Atlantic,147401.0107,Sony
62804.81329,55,4-Year College Degree,Kia,New England,436716.0454,Sony
99255.3331,55,Less than High School Degree,Jeep,Pacific,458817.1474,Acer
108239.3476,64,Less than High School Degree,Chevrolet,East North Central,6062.417283,Sony
48968.58546,80,Less than High School Degree,Dodge,East South Central,324765.4487,Acer
123576.9301,31,"Master's, Doctoral or Professional Degree",Jeep,East South Central,246309.71,Sony
139430.0387,71,Some College,Kia,Pacific,500000.0,Sony
23626.50827,20,Some College,Kia,East North Central,169288.3191,Sony
45563.72315,48,Some College,Buick,West North Central,331592.7524,Sony
72216.26656,80,High School Degree,Mazda,Mountain,91539.73879,Sony
42269.0226,28,"Master's, Doctoral or Professional Degree",BMW,South Atlantic,500000.0,Sony
113125.186,66,4-Year College Degree,Subaru,Mid-Atlantic,10253.08213,Sony
33765.22413,50,Less than High School Degree,Dodge,West North Central,100942.1507,Sony
68553.7993,76,High School Degree,Subaru,Mid-Atlantic,265478.4027,Acer
24365.51308,52,Less than High School Degree,Mercedes Benz,Mid-Atlantic,380290.8163,Sony
48827.02004,50,4-Year College Degree,Ram,East North Central,414982.7683,Sony
71743.08239,39,Some College,Honda,East North Central,210975.6108,Sony
120203.0981,57,"Master's, Doctoral or Professional Degree",BMW,East South Central,309230.8912,Acer
90380.01134,34,High School Degree,Hyundai,East South Central,348107.7679,Acer
49493.66202,66,4-Year College Degree,Buick,Mountain,280597.7185,Acer
118543.9413,41,High School Degree,Ram,Pacific,403434.4942,Sony
47212.12434,28,High School Degree,Toyota,Mountain,437912.421,Sony
65640.88598,31,Some College,Buick,Mountain,365329.2573,Acer
104693.3829,42,4-Year College Degree,Honda,East South Central,213139.5176,Acer
26422.47482,35,"Master's, Doctoral or Professional Degree",Ram,West South Central,97815.02313,Sony
121711.9341,30,Some College,Cadillac,East North Central,239738.2881,Sony
131779.5498,61,High School Degree,Chevrolet,West South Central,485574.3629,Sony
41681.86846,80,4-Year College Degree,Subaru,New England,470570.1628,Acer
100439.0394,50,4-Year College Degree,Chrysler,Mountain,224869.2326,Acer
94344.86442,55,4-Year College Degree,None of the above,South Atlantic,52908.81543,Acer
47269.58312,33,4-Year College Degree,Kia,Mountain,465451.8505,Acer
150000.0,45,4-Year College Degree,Ford,East South Central,108362.6493,Sony
25807.03261,50,Some College,Dodge,East South Central,288461.3952,Sony
34874.65198,62,High School Degree,Ram,West North Central,315180.4645,Acer
149326.4487,35,4-Year College Degree,Dodge,East North Central,409962.1897,Sony
55190.03408,23,"Master's, Doctoral or Professional Degree",Ram,East South Central,385819.5581,Acer
20000.0,76,High School Degree,Ram,Mid-Atlantic,153060.5203,Sony
47130.62186,22,Some College,Dodge,West South Central,325947.444,Sony
111570.7598,69,High School Degree,Honda,Mid-Atlantic,170414.8271,Sony
132637.9651,70,High School Degree,Hyundai,New England,461749.9263,Sony
29914.23153,65,Less than High School Degree,Mitsubishi,West North Central,253880.3903,Acer
136887.9684,46,Less than High School Degree,Ram,Mid-Atlantic,178139.5399,Sony
78727.44979,20,Some College,Hyundai,Mountain,465676.862,Acer
93995.89544,34,High School Degree,Honda,East North Central,463038.2829,Acer
80244.48644,34,Some College,Mazda,South Atlantic,16546.68804,Acer
118296.6509,31,Some College,Chevrolet,Mid-Atlantic,203091.7598,Sony
147433.961,79,Less than High School Degree,Ram,Pacific,444499.4798,Sony
142384.7681,38,"Master's, Doctoral or Professional Degree",BMW,Pacific,174977.0655,Sony
60305.33221,29,"Master's, Doctoral or Professional Degree",Cadillac,New England,66804.83323,Acer
94607.2834,25,4-Year College Degree,Chrysler,Pacific,220426.2775,Acer
99860.75595,68,Some College,Lincoln,South Atlantic,56642.85912,Sony
25097.15752,68,4-Year College Degree,Mazda,West South Central,37116.33925,Sony
48448.40381,68,Less than High School Degree,Buick,West South Central,396494.2099,Acer
40701.11179,60,4-Year College Degree,Lincoln,East North Central,395025.4366,Sony
69037.22101,22,"Master's, Doctoral or Professional Degree",Mitsubishi,Mid-Atlantic,104278.4583,Acer
76648.51783,25,Less than High School Degree,Mitsubishi,New England,307266.616,Acer
54213.81954,33,Some College,None of the above,South Atlantic,24591.05713,Acer
23495.75098,77,"Master's, Doctoral or Professional Degree",Hyundai,East North Central,214187.8315,Acer
99663.97678,30,4-Year College Degree,Ford,Mountain,322620.1848,Sony
139815.3895,65,High School Degree,Buick,Mid-Atlantic,498848.8296,Sony
133462.1842,52,Less than High School Degree,None of the above,Mountain,445166.1115,Sony
24874.45617,76,High School Degree,Dodge,East North Central,181398.2554,Acer
34008.35413,75,High School Degree,Mercedes Benz,South Atlantic,301814.7262,Acer
51405.94436,20,High School Degree,None of the above,West North Central,148361.8958,Sony
74286.62381,25,"Master's, Doctoral or Professional Degree",Buick,West North Central,309608.759,Acer
74029.82903,33,Some College,Cadillac,East South Central,466465.3019,Acer
25875.21663,68,4-Year College Degree,Mercedes Benz,West South Central,104249.4938,Acer
145327.5758,28,Less than High School Degree,Chevrolet,Mountain,217071.9173,Sony
60723.87848,36,4-Year College Degree,Mazda,West South Central,128995.4082,Acer
65079.6841,46,4-Year College Degree,Mitsubishi,Pacific,281688.1147,Sony
145920.436,29,4-Year College Degree,Buick,East South Central,226508.4279,Sony
25087.91218,57,Less than High School Degree,Dodge,Mountain,429874.3821,Sony
34234.15738,57,"Master's, Doctoral or Professional Degree",BMW,New England,0.0,Sony
45366.78335,57,High School Degree,Mitsubishi,West South Central,76876.22197,Sony
88187.93804,61,Some College,Jeep,New England,155681.3306,Sony
116061.8018,41,"Master's, Doctoral or Professional Degree",Toyota,New England,81249.29719,Acer
117555.618,77,"Master's, Doctoral or Professional Degree",Jeep,West North Central,378002.3623,Sony
20000.0,74,Less than High School Degree,Mitsubishi,Pacific,488670.4973,Sony
91458.46326,51,4-Year College Degree,Dodge,Pacific,140062.8254,Acer
132959.439,42,4-Year College Degree,Ram,East North Central,227389.5006,Sony
112599.0623,76,Less than High School Degree,Dodge,East South Central,136719.4089,Sony
38823.94203,71,Some College,Chevrolet,Mid-Atlantic,68422.59757,Acer
71984.44181,55,High School Degree,Chevrolet,South Atlantic,159576.566,Sony
48577.92992,52,High School Degree,Mitsubishi,East South Central,335543.4814,Sony
141160.73,31,Less than High School Degree,Jeep,West North Central,386216.4188,Sony
140983.6849,37,High School Degree,Cadillac,New England,119829.8107,Sony
97742.36859,50,Less than High School Degree,Chrysler,Mountain,262306.7886,Acer
83492.272,33,"Master's, Doctoral or Professional Degree",BMW,East South Central,480148.9325,Acer
86261.27295,69,Some College,Kia,South Atlantic,27122.73568,Sony
86511.98435,60,Less than High School Degree,Subaru,West South Central,221140.8975,Acer
125474.2292,54,Less than High School Degree,Mercedes Benz,Mid-Atlantic,250981.7121,Sony
124021.6554,58,High School Degree,Dodge,Mountain,223766.3322,Sony
49188.74131,71,High School Degree,Mitsubishi,West South Central,155177.894,Acer
96084.55209,39,Some College,Toyota,Pacific,176381.7684,Acer
48812.17381,49,High School Degree,Jeep,New England,232589.6902,Sony
129396.9712,67,Less than High School Degree,Ram,West South Central,180106.2054,Sony
138884.1514,24,"Master's, Doctoral or Professional Degree",Lincoln,Mid-Atlantic,380508.9912,Sony
20000.0,27,Some College,Chevrolet,Pacific,424949.1442,Sony
113794.2252,50,Less than High School Degree,Hyundai,Pacific,179423.5973,Acer
99881.35602,77,Some College,Kia,New England,181885.4129,Sony
30859.97224,69,Less than High School Degree,Kia,Mountain,464400.6742,Acer
128474.5346,39,Less than High School Degree,Kia,East South Central,304716.8158,Sony
108210.107,80,Less than High School Degree,Toyota,East North Central,129663.8009,Sony
75113.05559,34,"Master's, Doctoral or Professional Degree",Toyota,West North Central,308755.759,Acer
103423.4712,47,High School Degree,Ram,East South Central,95305.60802,Acer
72901.46632,49,Less than High School Degree,Subaru,East South Central,244615.3655,Sony
95381.31132,78,Some College,Kia,West North Central,171502.7046,Sony
23665.45734,47,High School Degree,None of the above,New England,226991.2713,Sony
61038.22298,64,High School Degree,Honda,South Atlantic,151412.4649,Acer
145831.8124,39,Some College,Lincoln,West North Central,0.0,Sony
36756.59271,71,Less than High School Degree,Honda,Mountain,326455.7941,Acer
47976.75828,27,Some College,Ram,New England,473775.1803,Sony
30133.06721,38,Less than High School Degree,Nissan,South Atlantic,275450.3032,Sony
57823.35802,29,4-Year College Degree,Chrysler,Pacific,462958.9169,Acer
82457.10299,56,Some College,Toyota,South Atlantic,9281.649745,Acer
139824.6238,26,High School Degree,Chevrolet,East North Central,412237.3977,Sony
43300.56611,25,High School Degree,Ford,Mid-Atlantic,203395.4051,Sony
134907.334,24,Less than High School Degree,Subaru,New England,325070.7633,Sony
44226.33717,21,4-Year College Degree,Jeep,West North Central,106399.4272,Sony
87691.78476,51,High School Degree,Jeep,West South Central,360069.6336,Acer
41338.98004,37,Some College,Ram,West North Central,213757.6416,Sony
142240.5813,52,Less than High School Degree,Buick,Pacific,174007.1685,Sony
89961.17883,34,4-Year College Degree,Hyundai,East South Central,311210.5758,Acer
39398.61484,48,4-Year College Degree,Toyota,South Atlantic,457380.5616,Sony
31960.11995,59,Some College,Cadillac,West South Central,460272.8739,Sony
150000.0,33,Less than High School Degree,BMW,New England,294190.1848,Sony
75119.93191,72,4-Year College Degree,Mitsubishi,Pacific,290691.0673,Acer
125257.4687,29,"Master's, Doctoral or Professional Degree",Cadillac,East South Central,143389.0142,Sony
130592.6381,31,"Master's, Doctoral or Professional Degree",Chevrolet,Mountain,263877.204,Sony
34915.86608,32,Some College,Jeep,Mountain,355187.4219,Sony
104199.7474,60,4-Year College Degree,Mazda,West South Central,328498.9421,Sony
74683.9054,62,"Master's, Doctoral or Professional Degree",Toyota,South Atlantic,500000.0,Acer
121664.1401,57,4-Year College Degree,Lincoln,West South Central,47197.13992,Acer
82846.22097,50,Less than High School Degree,Mazda,Mountain,429932.4795,Acer
59414.75812,28,4-Year College Degree,Honda,New England,21386.74744,Acer
32496.17449,38,High School Degree,Mazda,West South Central,142100.3277,Sony
118272.7701,29,"Master's, Doctoral or Professional Degree",Ford,East South Central,110709.2,Sony
97054.70074,75,4-Year College Degree,Kia,Mountain,157401.2729,Sony
85901.26651,30,High School Degree,None of the above,Mountain,234342.0337,Acer
43483.00617,53,"Master's, Doctoral or Professional Degree",Chrysler,New England,468126.3133,Sony
111929.8451,23,Some College,Mazda,Mountain,61853.42882,Sony
27524.79859,31,High School Degree,Buick,East South Central,387889.8825,Sony
104790.3794,72,High School Degree,Dodge,Mid-Atlantic,344285.2268,Sony
51866.46311,76,High School Degree,Lincoln,East South Central,352273.1615,Acer
24371.2527,37,"Master's, Doctoral or Professional Degree",Mercedes Benz,Pacific,317610.8542,Sony
119656.2349,77,4-Year College Degree,Chevrolet,West South Central,15383.69903,Sony
129345.4246,75,High School Degree,Hyundai,West North Central,392781.4979,Sony
58772.38851,47,High School Degree,Kia,West North Central,168148.0768,Sony
114343.1538,26,4-Year College Degree,Chevrolet,Pacific,437725.6556,Sony
147733.5933,32,Some College,Toyota,Mountain,191580.6483,Sony
67476.25629,53,Less than High School Degree,Chrysler,Mountain,412976.8508,Sony
41852.39864,20,4-Year College Degree,BMW,Mid-Atlantic,436558.3714,Sony
44002.00962,26,Less than High School Degree,None of the above,West North Central,311127.8515,Sony
97732.56766,73,Some College,Honda,East South Central,157194.5351,Sony
69168.70045,49,Less than High School Degree,Mercedes Benz,South Atlantic,500000.0,Sony
102647.5334,57,Less than High School Degree,Subaru,South Atlantic,200375.7544,Acer
41504.72451,27,High School Degree,Chevrolet,South Atlantic,57367.39573,Sony
149864.9679,66,Some College,Mercedes Benz,Pacific,232596.5568,Sony
64764.65884,44,"Master's, Doctoral or Professional Degree",Ram,New England,240847.6588,Sony
124800.3538,37,High School Degree,Jeep,Mountain,438386.6451,Sony
85247.96192,58,Some College,Cadillac,West South Central,263341.7105,Acer
70837.84081,52,"Master's, Doctoral or Professional Degree",BMW,Mid-Atlantic,445959.6062,Sony
44804.75878,57,"Master's, Doctoral or Professional Degree",Mitsubishi,New England,437637.7183,Sony
28580.53091,32,Some College,Hyundai,East North Central,150417.5252,Sony
118977.324,80,4-Year College Degree,Toyota,East North Central,301275.3376,Sony
124903.8832,47,"Master's, Doctoral or Professional Degree",Mitsubishi,Pacific,144267.9036,Acer
30986.95093,53,High School Degree,Nissan,West South Central,433316.2635,Sony
67512.96639,77,Some College,Jeep,Mid-Atlantic,82443.35046,Acer
63978.53518,53,Less than High School Degree,Hyundai,East North Central,237147.2632,Sony
54098.96368,36,Less than High School Degree,Kia,East North Central,192710.6546,Acer
48880.49969,63,4-Year College Degree,Mazda,West North Central,167654.6868,Acer
24881.93627,41,"Master's, Doctoral or Professional Degree",Nissan,East South Central,177903.9676,Sony
125823.7015,28,"Master's, Doctoral or Professional Degree",Hyundai,South Atlantic,326689.4304,Sony
65694.01376,55,"Master's, Doctoral or Professional Degree",Ram,East South Central,333032.3305,Sony
143485.7097,47,4-Year College Degree,Hyundai,West North Central,265875.8649,Sony
41263.55715,71,"Master's, Doctoral or Professional Degree",Hyundai,New England,241165.1235,Acer
82301.99104,66,"Master's, Doctoral or Professional Degree",Jeep,New England,376700.6799,Sony
125665.203,70,Some College,Kia,Mid-Atlantic,58331.3792,Sony
26996.94833,31,Some College,Mercedes Benz,South Atlantic,241632.4365,Sony
59573.73573,28,High School Degree,Nissan,West North Central,460835.836,Acer
121426.1975,42,High School Degree,Mitsubishi,South Atlantic,87875.34769,Sony
121237.2146,76,4-Year College Degree,Honda,New England,31004.58859,Sony
40443.90822,69,4-Year College Degree,Mercedes Benz,Mid-Atlantic,76090.29644,Acer
54645.35369,72,"Master's, Doctoral or Professional Degree",Dodge,Mid-Atlantic,421296.739,Acer
115939.4931,47,4-Year College Degree,Hyundai,West North Central,431828.7114,Acer
94485.20256,29,4-Year College Degree,Mitsubishi,Mid-Atlantic,500000.0,Acer
130243.3134,64,"Master's, Doctoral or Professional Degree",None of the above,South Atlantic,284698.34,Sony
137857.8266,76,Less than High School Degree,Honda,West North Central,91172.40726,Sony
94058.4539,77,"Master's, Doctoral or Professional Degree",Hyundai,South Atlantic,403377.7948,Sony
95934.20587,61,Some College,Cadillac,New England,199927.5449,Acer
65364.85288,45,"Master's, Doctoral or Professional Degree",Ford,East South Central,331778.6665,Sony
25496.76018,38,4-Year College Degree,Dodge,South Atlantic,143536.8077,Sony
32145.62607,24,High School Degree,Buick,West South Central,479263.5065,Sony
62694.03085,63,High School Degree,Buick,Mountain,79557.28541,Acer
94811.30248,42,High School Degree,Chrysler,Pacific,456019.7477,Acer
141276.3601,44,Some College,Ram,West South Central,294196.5504,Sony
67864.07319,64,Less than High School Degree,BMW,South Atlantic,18157.90346,Acer
92207.85564,33,Less than High School Degree,Chrysler,Mid-Atlantic,378857.213,Acer
61209.81018,74,Some College,Ford,Mountain,123282.85,Acer
149168.9407,76,"Master's, Doctoral or Professional Degree",Toyota,East South Central,89609.93744,Sony
56552.53498,34,Less than High School Degree,BMW,Mountain,312848.3368,Acer
20000.0,72,Less than High School Degree,None of the above,New England,36039.0131,Sony
93801.9282,66,High School Degree,Mazda,Mid-Atlantic,466698.7349,Sony
84949.17898,47,4-Year College Degree,Chevrolet,West South Central,105215.0644,Acer
93182.76889,51,"Master's, Doctoral or Professional Degree",Nissan,Pacific,402386.8617,Acer
99041.93679,33,"Master's, Doctoral or Professional Degree",Nissan,West North Central,421469.9167,Sony
92571.95927,73,4-Year College Degree,Mitsubishi,Mid-Atlantic,346927.4828,Sony
60600.65609,55,Less than High School Degree,Buick,East South Central,500000.0,Sony
68000.31697,71,High School Degree,Toyota,West North Central,470081.7883,Acer
77696.85887,44,Some College,Lincoln,Mountain,326678.7938,Acer
40264.06871,43,Less than High School Degree,Cadillac,Mountain,280846.7994,Sony
127712.3769,75,"Master's, Doctoral or Professional Degree",Honda,West North Central,438235.0661,Sony
112690.0327,37,Some College,Kia,West North Central,6607.323902,Sony
69190.08222,64,Some College,Chevrolet,East South Central,119917.167,Acer
44473.10434,23,"Master's, Doctoral or Professional Degree",Mercedes Benz,East South Central,81840.89009,Acer
124846.3367,68,High School Degree,Chrysler,Mountain,0.0,Sony
36857.52432,72,4-Year College Degree,Kia,Mountain,269422.594,Acer
92298.66149,74,4-Year College Degree,Mitsubishi,Pacific,84827.56028,Sony
150000.0,41,Some College,BMW,West South Central,222769.4574,Sony
106547.1245,56,Some College,Chrysler,West South Central,251904.0445,Acer
94539.20665,48,Some College,Lincoln,Mountain,388330.597,Acer
113045.1941,58,4-Year College Degree,BMW,Mountain,453968.52,Acer
95586.02879,67,High School Degree,Lincoln,Mid-Atlantic,316457.9991,Sony
55218.01532,64,Some College,Ram,Pacific,17718.26419,Acer
123901.449,38,4-Year College Degree,Toyota,West South Central,346460.4592,Sony
133431.1051,57,Some College,Ram,Mid-Atlantic,378385.7616,Sony
22068.43785,34,Some College,Honda,East North Central,306865.4961,Sony
52326.36505,41,"Master's, Doctoral or Professional Degree",Honda,West South Central,471189.8827,Sony
26610.90229,22,"Master's, Doctoral or Professional Degree",Cadillac,West North Central,325495.2928,Sony
76732.54614,32,"Master's, Doctoral or Professional Degree",Subaru,West North Central,382630.141,Acer
57446.53666,72,"Master's, Doctoral or Professional Degree",None of the above,West North Central,73844.56087,Acer
116039.3695,28,4-Year College Degree,Lincoln,East North Central,174752.3638,Sony
126518.6483,45,High School Degree,Buick,Pacific,196290.2825,Acer
95880.39213,51,Less than High School Degree,Mercedes Benz,Pacific,144707.2383,Acer
26044.62319,52,High School Degree,Kia,East North Central,397306.5367,Sony
122145.5914,66,4-Year College Degree,Hyundai,South Atlantic,201930.309,Sony
95497.78888,74,High School Degree,Ford,Mid-Atlantic,120331.8931,Sony
104119.1078,32,Some College,Chevrolet,West South Central,286015.6964,Sony
78224.01623,47,4-Year College Degree,Buick,East South Central,33870.00568,Acer
142988.0624,76,High School Degree,Hyundai,East South Central,52977.48327,Sony
133782.1508,70,"Master's, Doctoral or Professional Degree",Nissan,West South Central,254426.6454,Sony
117758.3895,44,Less than High School Degree,Chevrolet,South Atlantic,394992.0774,Acer
127817.3438,62,4-Year College Degree,Ford,East South Central,161566.8472,Sony
45140.35892,65,4-Year College Degree,Lincoln,Mountain,33167.77605,Acer
67160.15551,71,High School Degree,Honda,East South Central,264867.8583,Acer
45175.08584,29,Some College,None of the above,Pacific,153123.7957,Sony
111855.1874,49,Less than High School Degree,Ram,New England,24000.43563,Acer
44453.43002,37,High School Degree,Jeep,West North Central,279092.4182,Sony
129597.6279,21,High School Degree,Mitsubishi,East North Central,345252.936,Sony
150000.0,30,"Master's, Doctoral or Professional Degree",Lincoln,South Atlantic,277180.3543,Sony
61091.00994,42,Some College,Kia,Pacific,329877.5221,Sony
130496.3028,33,High School Degree,Jeep,East South Central,71125.84818,Sony
143981.7807,45,"Master's, Doctoral or Professional Degree",Honda,West North Central,75334.4336,Sony
49370.01458,80,High School Degree,Cadillac,Mountain,152652.3539,Acer
84789.55919,80,Some College,Jeep,New England,97210.3889,Sony
47523.0391,47,"Master's, Doctoral or Professional Degree",Buick,West South Central,380180.8963,Sony
32815.78636,68,High School Degree,BMW,Mid-Atlantic,386731.5864,Acer
70769.05864,35,4-Year College Degree,Honda,West North Central,388735.7714,Acer
44774.08517,38,Some College,Buick,Mid-Atlantic,395586.6812,Sony
116374.0438,40,Some College,Mitsubishi,East South Central,104784.2352,Sony
89723.45242,35,High School Degree,Honda,East North Central,202033.0216,Acer
32476.32359,51,High School Degree,Jeep,Pacific,60490.37561,Sony
111938.1389,51,High School Degree,Kia,East South Central,31028.46894,Acer
145279.4042,71,Some College,Honda,Mountain,172829.5465,Sony
146654.9695,66,Some College,None of the above,Mountain,431282.0723,Sony
124777.1235,37,Less than High School Degree,Nissan,West South Central,355978.3978,Sony
124450.2161,35,Some College,Mercedes Benz,Mid-Atlantic,423250.7328,Sony
52831.79513,31,High School Degree,Jeep,East South Central,48483.36373,Acer
55086.038,20,Some College,Ford,West South Central,210450.6573,Acer
108565.8188,77,Less than High School Degree,Lincoln,Mountain,247630.1351,Sony
144048.2539,47,Less than High School Degree,Mitsubishi,Mountain,35843.86848,Sony
74148.17975,63,Less than High School Degree,Jeep,Mountain,36179.68474,Acer
122638.4973,59,High School Degree,Kia,New England,406175.9791,Sony
92590.57375,42,High School Degree,Nissan,Pacific,261289.8024,Acer
147905.1644,66,4-Year College Degree,Subaru,New England,288026.7081,Sony
115087.2222,29,High School Degree,Nissan,Mid-Atlantic,66458.31737,Sony
54943.25953,27,Less than High School Degree,Ram,West South Central,207004.7128,Acer
77855.94952,77,Some College,Honda,Pacific,326608.9266,Sony
147719.4667,55,High School Degree,Honda,Mountain,138612.6995,Sony
30448.5041,80,High School Degree,Ford,Pacific,346731.8108,Acer
147669.0633,58,High School Degree,Ford,South Atlantic,364174.6698,Sony
31747.25722,31,Less than High School Degree,Ford,East South Central,452956.8333,Sony
43051.55532,64,4-Year College Degree,Honda,Mid-Atlantic,259393.8092,Acer
43688.96079,35,Some College,Ford,East North Central,464664.3096,Sony
46173.34605,53,Less than High School Degree,Jeep,Mountain,311802.9586,Sony
73669.46589,69,High School Degree,Toyota,Mid-Atlantic,141244.9935,Acer
77105.05612,51,4-Year College Degree,Mitsubishi,East South Central,125418.999,Sony
119163.3981,21,4-Year College Degree,Honda,Mountain,430219.5626,Sony
24611.81496,45,Less than High School Degree,Kia,Pacific,340746.7428,Sony
100348.1658,69,Some College,Ram,East South Central,424545.4918,Sony
92598.78916,28,High School Degree,Ford,West North Central,167294.5582,Acer
42286.72764,40,High School Degree,Mitsubishi,East North Central,235095.8749,Sony
24146.41412,56,"Master's, Doctoral or Professional Degree",Mercedes Benz,Mountain,351166.3756,Sony
48967.86727,45,High School Degree,Chrysler,Mid-Atlantic,445250.1763,Sony
72137.56584,54,Less than High School Degree,Jeep,East South Central,313643.6188,Sony
92774.02539,59,"Master's, Doctoral or Professional Degree",Mazda,South Atlantic,279355.5749,Sony
126858.817,36,"Master's, Doctoral or Professional Degree",None of the above,East North Central,296453.2694,Sony
47945.79985,40,Less than High School Degree,Dodge,East South Central,0.0,Sony
115412.2893,40,Some College,Toyota,West North Central,443247.8445,Acer
46252.41103,34,Some College,Subaru,New England,217085.536,Sony
89962.26826,35,4-Year College Degree,Buick,East North Central,433977.7636,Acer
36894.22699,54,"Master's, Doctoral or Professional Degree",Chevrolet,East North Central,358307.194,Sony
37215.68067,24,Some College,Toyota,West North Central,60085.48846,Sony
133893.3738,78,High School Degree,Toyota,Pacific,295414.4087,Sony
107960.9408,28,Some College,BMW,Mountain,370035.0917,Sony
112952.3977,62,4-Year College Degree,Lincoln,New England,476946.7587,Sony
29865.64652,53,High School Degree,BMW,West South Central,290147.7961,Sony
116983.2311,40,"Master's, Doctoral or Professional Degree",Kia,South Atlantic,22402.14345,Acer
36320.3074,62,4-Year College Degree,Toyota,Pacific,461501.8617,Acer
90819.73327,69,"Master's, Doctoral or Professional Degree",None of the above,East North Central,269574.4276,Sony
43907.62235,42,Some College,Kia,West South Central,354495.1013,Sony
119637.761,32,Some College,Subaru,Mountain,0.0,Sony
62178.23118,44,"Master's, Doctoral or Professional Degree",Subaru,Mountain,412216.687,Sony
77577.51833,22,"Master's, Doctoral or Professional Degree",Chevrolet,West South Central,446413.2145,Acer
115964.9764,60,"Master's, Doctoral or Professional Degree",Toyota,Mountain,202062.6561,Acer
63457.65527,43,High School Degree,None of the above,East North Central,169888.1435,Sony
105169.5457,58,"Master's, Doctoral or Professional Degree",Mitsubishi,Mid-Atlantic,66642.5829,Acer
90344.10983,60,Less than High School Degree,Lincoln,West North Central,329823.7298,Acer
92734.35199,70,Less than High School Degree,Lincoln,East South Central,406760.9735,Sony
93966.59972,30,4-Year College Degree,Mitsubishi,East North Central,124458.08,Acer
37275.85299,51,Some College,Hyundai,South Atlantic,147103.4788,Sony
106753.3334,63,High School Degree,BMW,West South Central,432648.0751,Sony
92294.5955,57,Less than High School Degree,Toyota,South Atlantic,125119.7716,Acer
24356.50804,71,Less than High School Degree,None of the above,West North Central,232779.0255,Acer
84428.75873,73,"Master's, Doctoral or Professional Degree",Jeep,Mountain,365860.6767,Sony
113373.1547,51,"Master's, Doctoral or Professional Degree",Mazda,Mid-Atlantic,281877.8222,Acer
139306.3092,34,High School Degree,Buick,West South Central,113995.4715,Sony
67346.07458,64,4-Year College Degree,Hyundai,East South Central,164901.0,Acer
148637.5001,41,High School Degree,Ford,South Atlantic,119774.1946,Sony
73199.70345,60,High School Degree,Hyundai,South Atlantic,349605.4385,Acer
70983.50131,42,High School Degree,Jeep,South Atlantic,146690.3475,Acer
82310.64731,51,"Master's, Doctoral or Professional Degree",Buick,New England,231831.5781,Acer
